,Location,Fuel_Type,Transmission,Mileage,Engine,Power,Seats,Price,Car_Companies,Car_model
3573,Coimbatore,Diesel,Manual,20.0,1399.0,68.05,5.0,4.45,Ford,figo
3576,Hyderabad,Diesel,Manual,25.83,1498.0,99.0,5.0,5.1,Ford,figo
3584,Kochi,Diesel,Manual,17.1,1956.0,170.0,5.0,19.46,Jeep,compass
3587,Kolkata,Diesel,Manual,21.5,1497.0,108.5,5.0,9.22,Tata,nexon
3589,Hyderabad,Diesel,Manual,13.5,1405.0,98.35133885102239,5.0,1.3,Tata,indica
3591,Delhi,Diesel,Manual,20.77,1248.0,88.76,7.0,5.99,Maruti,ertiga
3596,Delhi,Diesel,Manual,20.77,1248.0,88.8,7.0,6.5,Maruti,ertiga
3597,Delhi,Diesel,Manual,24.0,1120.0,70.0,5.0,3.71,Hyundai,grand
3610,Mumbai,Diesel,Manual,21.38,1396.0,88.7,5.0,9.9,Hyundai,creta
3613,Kolkata,Diesel,Manual,22.7,1598.0,118.0,5.0,7.75,Maruti,s
3615,Kolkata,Diesel,Manual,23.4,1248.0,74.0,5.0,3.96,Maruti,swift
3616,Chennai,Diesel,Manual,20.77,1248.0,88.8,7.0,8.25,Maruti,ertiga
3618,Hyderabad,Diesel,Manual,24.0,1120.0,70.0,5.0,3.99,Hyundai,grand
3620,Hyderabad,Diesel,Manual,20.5,1598.0,103.5,5.0,5.0,Skoda,rapid
3624,Coimbatore,Diesel,Manual,12.4,2499.0,134.0,5.0,16.09,ISUZU,d-max
3625,Kolkata,Diesel,Manual,24.8,1396.0,88.7,5.0,4.1,Hyundai,verna
3626,Coimbatore,Diesel,Manual,20.0,1399.0,68.0,5.0,3.56,Ford,figo
3628,Coimbatore,Diesel,Manual,17.8,1248.0,98.35133885102239,5.0,6.86,Maruti,swift
3629,Delhi,Diesel,Manual,23.9,1582.0,126.2,5.0,6.6,Hyundai,verna
3631,Hyderabad,Diesel,Manual,22.7,1498.0,89.84,5.0,9.5,Ford,ecosport
3634,Hyderabad,Diesel,Manual,25.83,1498.0,99.0,5.0,5.1,Ford,figo
3636,Jaipur,Diesel,Manual,13.8,1399.0,68.0,5.0,1.6,Ford,ikon
3640,Kochi,Diesel,Manual,14.24,2755.0,174.5,7.0,10.64,Toyota,fortuner
3646,Hyderabad,Diesel,Manual,26.59,1248.0,74.0,5.0,7.95,Maruti,swift
3647,Jaipur,Diesel,Manual,25.4,1186.0,73.97,5.0,5.49,Hyundai,xcent
3649,Jaipur,Diesel,Manual,17.0,1405.0,70.0,5.0,1.0,Tata,indigo
3650,Chennai,Diesel,Manual,17.8,1399.0,67.0,5.0,4.45,Ford,fiesta
3651,Kolkata,Diesel,Manual,25.1,1248.0,88.5,5.0,6.99,Maruti,s-cross
3654,Bangalore,Diesel,Manual,23.2,1248.0,73.94,5.0,3.65,Maruti,ritz
3658,Hyderabad,Diesel,Manual,24.4,1120.0,71.0,5.0,4.4,Hyundai,xcent
3662,Pune,Diesel,Manual,17.6,2179.0,153.86,7.0,14.25,Tata,hexa
3663,Pune,Diesel,Manual,24.4,1120.0,71.0,5.0,4.5,Hyundai,xcent
3664,Pune,Diesel,Manual,22.7,1498.0,89.84,5.0,7.5,Ford,ecosport
3667,Hyderabad,Diesel,Manual,24.52,1248.0,88.5,7.0,8.3,Maruti,ertiga
3670,Mumbai,Diesel,Manual,16.0,2179.0,140.0,7.0,11.95,Mahindra,xuv500
3671,Hyderabad,Diesel,Manual,20.54,1598.0,103.6,5.0,4.25,Volkswagen,vento
3672,Hyderabad,Diesel,Manual,14.0,2179.0,138.1,7.0,8.25,Tata,safari
3675,Ahmedabad,Diesel,Manual,22.9,1248.0,74.0,5.0,3.9,Maruti,swift
3677,Coimbatore,Diesel,Manual,15.1,2179.0,140.0,7.0,8.36,Mahindra,xuv500
3681,Hyderabad,Diesel,Manual,20.14,1498.0,88.73,5.0,5.7,Volkswagen,crosspolo
3683,Chennai,Diesel,Manual,25.2,1248.0,74.0,5.0,5.9,Maruti,swift
3686,Hyderabad,Diesel,Manual,17.5,1896.0,106.0,5.0,4.4,Skoda,laura
3688,Ahmedabad,Diesel,Manual,19.87,1461.0,83.8,5.0,4.75,Renault,duster
3690,Ahmedabad,Diesel,Manual,20.54,1598.0,103.6,5.0,3.4,Volkswagen,vento
3693,Mumbai,Diesel,Manual,24.4,1120.0,71.0,5.0,4.5,Hyundai,xcent
3694,Hyderabad,Diesel,Manual,25.8,1498.0,98.6,5.0,5.4,Honda,amaze
3696,Pune,Diesel,Manual,20.4,1461.0,108.5,5.0,3.5,Renault,fluence
3707,Mumbai,Diesel,Manual,24.2,1498.0,98.6,7.0,4.85,Honda,mobilio
3710,Bangalore,Diesel,Manual,17.8,1399.0,68.0,5.0,3.2,Ford,fiesta
3711,Chennai,Diesel,Manual,26.59,1248.0,74.0,5.0,4.5,Maruti,swift
3713,Jaipur,Diesel,Manual,11.5,1991.0,147.9,7.0,3.5,Chevrolet,captiva
3714,Bangalore,Diesel,Manual,12.8,2494.0,102.0,7.0,6.99,Toyota,innova
3715,Kochi,Diesel,Manual,17.21,1493.0,100.0,7.0,3.45,Mahindra,quanto
3718,Delhi,Diesel,Manual,22.07,1199.0,73.9,5.0,3.75,Volkswagen,polo
3720,Kolkata,Diesel,Manual,12.99,2494.0,100.0,7.0,8.2,Toyota,innova
3725,Kolkata,Diesel,Manual,26.59,1248.0,74.0,5.0,3.0,Maruti,swift
3726,Ahmedabad,Diesel,Manual,24.3,1248.0,88.5,5.0,9.25,Maruti,vitara
3729,Kochi,Diesel,Manual,23.0,1396.0,90.0,5.0,3.45,Hyundai,i20
3731,Mumbai,Diesel,Manual,19.64,1461.0,108.5,5.0,5.45,Nissan,terrano
3745,Coimbatore,Diesel,Manual,24.3,1248.0,88.5,5.0,11.39,Maruti,vitara
3746,Kochi,Diesel,Manual,15.1,2179.0,140.0,7.0,7.02,Mahindra,xuv500
3747,Delhi,Diesel,Manual,24.3,1248.0,88.5,5.0,8.0,Maruti,vitara
3753,Mumbai,Diesel,Manual,24.0,1120.0,70.0,5.0,4.61,Hyundai,grand
3755,Chennai,Diesel,Manual,24.0,1120.0,70.0,5.0,4.05,Hyundai,grand
3757,Hyderabad,Diesel,Manual,23.59,1364.0,67.1,5.0,5.6,Toyota,etios
3758,Delhi,Diesel,Manual,22.54,1396.0,88.73,5.0,5.35,Hyundai,i20
3763,Pune,Diesel,Manual,14.0,2498.0,112.0,7.0,2.85,Mahindra,xylo
3764,Delhi,Diesel,Manual,15.1,2179.0,140.0,7.0,7.85,Mahindra,xuv500
3767,Coimbatore,Diesel,Manual,21.43,1364.0,87.2,5.0,9.43,Toyota,corolla
3769,Mumbai,Diesel,Manual,20.37,1461.0,108.45,5.0,13.5,Renault,captur
3776,Ahmedabad,Diesel,Manual,22.32,1582.0,126.32,5.0,6.5,Hyundai,verna
3778,Hyderabad,Diesel,Manual,16.8,1493.0,110.0,5.0,2.25,Hyundai,verna
3780,Pune,Diesel,Manual,11.68,2498.0,112.0,7.0,4.0,Mahindra,xylo
3781,Coimbatore,Diesel,Manual,23.59,1364.0,67.06,5.0,5.27,Toyota,etios
3782,Kochi,Diesel,Manual,18.06,2523.0,63.0,7.0,9.11,Mahindra,thar
3783,Pune,Diesel,Manual,14.42,1995.0,147.6,5.0,6.2,Nissan,x-trail
3785,Delhi,Diesel,Manual,21.38,1396.0,88.7,5.0,10.17,Hyundai,creta
3786,Pune,Diesel,Manual,28.4,1248.0,74.0,5.0,4.5,Maruti,swift
3787,Kochi,Diesel,Manual,23.9,1582.0,126.2,5.0,14.28,Hyundai,verna
3789,Ahmedabad,Diesel,Manual,23.65,1248.0,88.5,5.0,7.9,Maruti,s
3793,Bangalore,Diesel,Manual,20.65,1248.0,88.7,5.0,5.85,Tata,zest
3804,Kolkata,Diesel,Manual,21.9,1396.0,88.76,5.0,3.45,Hyundai,i20
3807,Delhi,Diesel,Manual,18.7,1896.0,66.0,5.0,2.2,Skoda,octavia
3808,Hyderabad,Diesel,Manual,13.1,2499.0,141.0,7.0,7.99,Ford,endeavour
3809,Bangalore,Diesel,Manual,18.3,1991.0,147.9,5.0,6.75,Chevrolet,cruze
3811,Kolkata,Diesel,Manual,24.2,1498.0,98.6,7.0,5.0,Honda,mobilio
3812,Pune,Diesel,Manual,20.77,1248.0,88.76,7.0,5.9,Maruti,ertiga
3823,Kochi,Diesel,Manual,20.4,1248.0,92.0,5.0,5.85,Fiat,linea
3824,Pune,Diesel,Manual,19.3,1248.0,73.9,5.0,3.15,Maruti,swift
3825,Pune,Diesel,Manual,21.64,1461.0,84.8,5.0,6.0,Renault,scala
3829,Ahmedabad,Diesel,Manual,15.1,2179.0,140.0,7.0,9.5,Mahindra,xuv500
3831,Delhi,Diesel,Manual,19.64,1461.0,108.45,5.0,3.75,Renault,duster
3838,Coimbatore,Diesel,Manual,24.3,1248.0,88.5,5.0,11.0,Maruti,vitara
3842,Hyderabad,Diesel,Manual,25.47,1248.0,88.5,7.0,9.9,Maruti,ertiga
3847,Ahmedabad,Diesel,Manual,12.05,2179.0,120.0,8.0,7.45,Mahindra,scorpio
3850,Hyderabad,Diesel,Manual,21.1,1248.0,73.9,5.0,3.85,Maruti,ritz
3855,Jaipur,Diesel,Manual,19.3,1248.0,73.9,5.0,5.31,Maruti,swift
3856,Hyderabad,Diesel,Manual,16.0,2179.0,140.0,7.0,9.0,Mahindra,xuv500
3859,Pune,Diesel,Manual,12.8,2494.0,102.0,8.0,12.0,Toyota,innova
3861,Coimbatore,Diesel,Manual,16.52,1991.0,123.7,5.0,2.57,Chevrolet,optra
3862,Pune,Diesel,Manual,12.83,2696.0,162.0,7.0,12.45,Mahindra,ssangyong
3863,Coimbatore,Diesel,Manual,15.1,2179.0,140.0,7.0,12.63,Mahindra,xuv500
3865,Delhi,Diesel,Manual,22.7,1498.0,89.84,5.0,5.5,Ford,ecosport
3871,Chennai,Diesel,Manual,23.4,1248.0,74.0,5.0,4.25,Maruti,swift
3874,Hyderabad,Diesel,Manual,22.7,1498.0,89.84,5.0,8.9,Ford,ecosport
3875,Jaipur,Diesel,Manual,19.01,1461.0,108.5,5.0,6.5,Nissan,terrano
3877,Hyderabad,Diesel,Manual,17.8,1248.0,75.0,5.0,4.25,Maruti,swift
3889,Jaipur,Diesel,Manual,28.4,1248.0,73.75,5.0,4.95,Maruti,dzire
3890,Hyderabad,Diesel,Manual,20.5,1598.0,103.5,5.0,5.75,Skoda,rapid
3891,Kolkata,Diesel,Manual,15.1,2179.0,140.0,7.0,6.6,Mahindra,xuv500
3894,Hyderabad,Diesel,Manual,12.8,2494.0,102.0,7.0,6.5,Toyota,innova
3895,Pune,Diesel,Manual,15.1,2179.0,140.0,7.0,6.1,Mahindra,xuv500
3896,Hyderabad,Diesel,Manual,19.3,1248.0,73.9,5.0,3.85,Maruti,swift
3898,Coimbatore,Diesel,Manual,23.59,1364.0,98.35133885102239,5.0,5.3,Toyota,etios
3906,Kolkata,Diesel,Manual,24.0,1120.0,70.0,5.0,3.5,Hyundai,grand
3910,Mumbai,Diesel,Manual,27.39,1248.0,74.0,5.0,8.7,Maruti,baleno
3913,Kolkata,Diesel,Manual,21.1,1248.0,73.9,5.0,1.89,Maruti,ritz
3914,Kolkata,Diesel,Manual,23.4,1248.0,74.0,5.0,4.0,Maruti,swift
3916,Hyderabad,Diesel,Manual,24.52,1248.0,88.5,7.0,7.85,Maruti,ertiga
3917,Kolkata,Diesel,Manual,22.7,1582.0,126.24,5.0,7.0,Hyundai,elantra
3920,Pune,Diesel,Manual,18.7,1896.0,66.0,5.0,1.25,Skoda,octavia
3921,Delhi,Diesel,Manual,20.14,1498.0,88.8,5.0,3.95,Volkswagen,polo
3925,Hyderabad,Diesel,Manual,12.8,2494.0,102.0,7.0,9.8,Toyota,innova
3926,Mumbai,Diesel,Manual,26.8,1248.0,74.0,5.0,5.91,Maruti,ignis
3930,Bangalore,Diesel,Manual,17.8,1248.0,98.35133885102239,5.0,5.95,Maruti,swift
3932,Delhi,Diesel,Manual,23.59,1364.0,67.04,5.0,4.35,Toyota,etios
3936,Pune,Diesel,Manual,20.54,1598.0,103.6,5.0,5.0,Volkswagen,vento
3937,Pune,Diesel,Manual,22.7,1498.0,89.84,5.0,5.45,Ford,ecosport
3940,Hyderabad,Diesel,Manual,20.14,1498.0,88.8,5.0,5.8,Volkswagen,polo
3943,Kochi,Diesel,Manual,17.1,1956.0,170.0,5.0,17.55,Jeep,compass
3946,Hyderabad,Diesel,Manual,26.59,1248.0,74.0,5.0,6.0,Maruti,swift
3947,Mumbai,Diesel,Manual,28.09,1248.0,88.5,5.0,7.65,Maruti,ciaz
3948,Jaipur,Diesel,Manual,15.8,2148.0,170.0,5.0,8.5,Mercedes-Benz,new
3949,Kolkata,Diesel,Manual,20.0,1399.0,68.0,5.0,2.25,Ford,figo
3951,Mumbai,Diesel,Manual,22.7,1598.0,118.0,5.0,7.85,Maruti,sx4
3955,Bangalore,Diesel,Manual,11.5,2982.0,171.0,7.0,16.0,Toyota,fortuner
3956,Jaipur,Diesel,Manual,26.21,1248.0,88.5,5.0,7.4,Maruti,ciaz
3960,Kochi,Diesel,Manual,21.38,1396.0,88.7,5.0,10.82,Hyundai,creta
3961,Hyderabad,Diesel,Manual,27.3,1498.0,98.6,5.0,6.1,Honda,jazz
3966,Mumbai,Diesel,Manual,15.1,2179.0,140.0,7.0,12.0,Mahindra,xuv500
3968,Chennai,Diesel,Manual,23.08,1461.0,63.1,5.0,3.0,Nissan,micra
3970,Chennai,Diesel,Manual,20.54,1598.0,103.6,5.0,4.0,Volkswagen,vento
3973,Kolkata,Diesel,Manual,25.1,1498.0,98.6,5.0,4.9,Honda,city
3976,Mumbai,Diesel,Manual,12.99,2494.0,100.6,7.0,8.25,Toyota,innova
3981,Hyderabad,Diesel,Manual,22.77,1498.0,98.59,5.0,8.8,Ford,ecosport
3987,Bangalore,Diesel,Manual,11.5,2982.0,171.0,7.0,18.5,Toyota,fortuner
3988,Ahmedabad,Diesel,Manual,25.0,1396.0,69.01,5.0,2.7,Tata,indigo
3989,Chennai,Diesel,Manual,25.83,1498.0,99.0,5.0,4.6,Ford,figo
3990,Jaipur,Diesel,Manual,23.4,1248.0,74.0,5.0,5.35,Maruti,swift
3991,Pune,Diesel,Manual,23.08,1461.0,63.1,5.0,2.3,Nissan,micra
3997,Kolkata,Diesel,Manual,21.19,1396.0,88.73,5.0,5.99,Hyundai,i20
3998,Chennai,Diesel,Manual,12.7,2609.0,116.6,8.0,2.9,Mahindra,scorpio
4000,Kolkata,Diesel,Manual,20.0,1399.0,68.05,5.0,1.8,Ford,figo
4002,Bangalore,Diesel,Manual,21.9,1396.0,88.76,5.0,5.45,Hyundai,i20
4008,Kolkata,Diesel,Manual,21.9,1396.0,88.76,5.0,3.55,Hyundai,i20
4011,Pune,Diesel,Manual,20.3,1635.5815839694656,98.35133885102239,,2.6,Fiat,punto
4013,Jaipur,Diesel,Manual,16.0,2179.0,140.0,7.0,15.9,Mahindra,xuv500
4014,Hyderabad,Diesel,Manual,22.9,1248.0,74.0,5.0,5.2,Maruti,swift
4019,Jaipur,Diesel,Manual,21.9,1396.0,88.76,5.0,3.9,Hyundai,i20
4020,Kolkata,Diesel,Manual,25.2,1248.0,74.0,5.0,3.85,Maruti,swift
4023,Kolkata,Diesel,Manual,22.32,1582.0,126.32,5.0,5.75,Hyundai,verna
4024,Kochi,Diesel,Manual,19.01,1461.0,108.45,5.0,6.17,Renault,duster
4025,Chennai,Diesel,Manual,17.8,1248.0,75.0,5.0,3.45,Maruti,swift
4030,Hyderabad,Diesel,Manual,22.7,1498.0,89.84,5.0,6.0,Ford,ecosport
4032,Delhi,Diesel,Manual,24.0,1120.0,70.0,5.0,3.5,Hyundai,grand
4036,Kochi,Diesel,Manual,23.2,1248.0,73.94,5.0,4.27,Maruti,ritz
4038,Coimbatore,Diesel,Manual,12.99,2494.0,100.6,7.0,14.52,Toyota,innova
4040,Mumbai,Diesel,Manual,21.14,1498.0,103.52,5.0,5.75,Skoda,rapid
4045,Ahmedabad,Diesel,Manual,23.59,1364.0,67.04,5.0,6.25,Toyota,etios
4046,Jaipur,Diesel,Manual,19.4,1405.0,70.0,5.0,2.5,Tata,indica
4049,Hyderabad,Diesel,Manual,18.7,1896.0,66.0,5.0,1.99,Skoda,octavia
4054,Delhi,Diesel,Manual,22.54,1396.0,88.73,5.0,7.0,Hyundai,i20
4056,Ahmedabad,Diesel,Manual,19.67,1582.0,126.2,5.0,10.5,Hyundai,creta
4064,Coimbatore,Diesel,Manual,20.0,1399.0,68.0,5.0,4.34,Ford,figo
4073,Mumbai,Diesel,Manual,16.8,1405.0,68.0,5.0,0.86,Tata,indica
4074,Delhi,Diesel,Manual,11.5,2982.0,171.0,7.0,9.25,Toyota,fortuner
4080,Mumbai,Diesel,Manual,23.59,1364.0,98.35133885102239,5.0,3.6,Toyota,etios
4082,Hyderabad,Diesel,Manual,22.07,1199.0,73.9,5.0,4.5,Volkswagen,polo
4084,Ahmedabad,Diesel,Manual,21.9,1396.0,88.76,5.0,6.5,Hyundai,i20
4086,Pune,Diesel,Manual,12.99,2494.0,100.6,7.0,15.0,Toyota,innova
4090,Delhi,Diesel,Manual,23.9,1582.0,126.2,5.0,6.5,Hyundai,verna
4092,Chennai,Diesel,Manual,19.68,1399.0,67.0,5.0,3.0,Ford,classic
4093,Delhi,Diesel,Manual,26.21,1248.0,88.5,5.0,5.5,Maruti,ciaz
4100,Chennai,Diesel,Manual,22.07,1199.0,73.9,5.0,4.5,Volkswagen,polo
4103,Jaipur,Diesel,Manual,20.45,1461.0,83.8,5.0,5.25,Renault,duster
4106,Hyderabad,Diesel,Manual,27.39,1248.0,74.0,5.0,8.5,Maruti,baleno
4110,Kochi,Diesel,Manual,19.87,1461.0,83.8,5.0,6.79,Renault,duster
4122,Kochi,Diesel,Manual,19.67,1582.0,126.2,5.0,12.13,Hyundai,creta
4126,Pune,Diesel,Manual,17.67,1968.0,138.08,5.0,6.0,Skoda,yeti
4129,Coimbatore,Diesel,Manual,22.77,1498.0,98.59,5.0,7.52,Ford,ecosport
4131,Coimbatore,Diesel,Manual,14.24,2755.0,174.5,7.0,35.82,Toyota,fortuner
4144,Pune,Diesel,Manual,25.0,1396.0,69.01,5.0,2.4,Tata,indigo
4147,Kochi,Diesel,Manual,28.4,1248.0,73.75,5.0,6.67,Maruti,dzire
4151,Chennai,Diesel,Manual,18.2,1248.0,73.74,8.0,4.75,Chevrolet,enjoy
4154,Bangalore,Diesel,Manual,17.8,1248.0,75.0,5.0,4.5,Maruti,swift
4155,Hyderabad,Diesel,Manual,15.1,2179.0,140.0,7.0,8.25,Mahindra,xuv500
4157,Pune,Diesel,Manual,15.1,2179.0,140.0,7.0,8.5,Mahindra,xuv500
4159,Hyderabad,Diesel,Manual,26.0,1498.0,98.6,5.0,6.75,Honda,city
4160,Hyderabad,Diesel,Manual,19.3,1248.0,73.9,5.0,5.4,Maruti,swift
4168,Delhi,Diesel,Manual,12.05,2179.0,120.0,8.0,5.25,Mahindra,scorpio
4170,Pune,Diesel,Manual,21.2,1248.0,75.0,5.0,3.3,Fiat,grande
4171,Kolkata,Diesel,Manual,22.7,1582.0,126.24,5.0,5.85,Hyundai,elantra
4177,Hyderabad,Diesel,Manual,22.32,1582.0,126.32,5.0,6.55,Hyundai,verna
4178,Bangalore,Diesel,Manual,22.32,1582.0,126.32,5.0,6.9,Hyundai,verna
4179,Chennai,Diesel,Manual,23.2,1248.0,73.94,5.0,2.95,Maruti,ritz
4180,Coimbatore,Diesel,Manual,20.5,1582.0,126.2,5.0,11.45,Hyundai,creta
4182,Jaipur,Diesel,Manual,22.32,1582.0,126.3,5.0,5.0,Hyundai,verna
4183,Chennai,Diesel,Manual,22.3,1248.0,74.0,5.0,2.6,Tata,indica
4188,Chennai,Diesel,Manual,25.47,1248.0,88.5,7.0,8.2,Maruti,ertiga
4196,Hyderabad,Diesel,Manual,12.8,2494.0,102.0,8.0,11.49,Toyota,innova
4198,Kolkata,Diesel,Manual,12.8,2494.0,102.0,8.0,3.25,Toyota,innova
4200,Kochi,Diesel,Manual,25.32,1198.0,77.0,6.0,4.49,Mahindra,kuv
4201,Jaipur,Diesel,Manual,22.07,1199.0,73.9,5.0,2.9,Volkswagen,polo
4205,Kolkata,Diesel,Manual,25.6,1498.0,98.6,5.0,5.49,Honda,city
4206,Coimbatore,Diesel,Manual,22.07,1199.0,73.9,5.0,5.86,Volkswagen,polo
4207,Mumbai,Diesel,Manual,16.0,2179.0,140.0,7.0,9.0,Mahindra,xuv500
4214,Chennai,Diesel,Manual,20.0,1399.0,68.0,5.0,2.5,Ford,figo
4217,Ahmedabad,Diesel,Manual,26.0,1498.0,98.6,5.0,6.0,Honda,city
4219,Hyderabad,Diesel,Manual,25.1,1498.0,98.6,5.0,7.0,Honda,city
4225,Hyderabad,Diesel,Manual,19.72,1461.0,108.45,5.0,8.2,Renault,duster
4226,Delhi,Diesel,Manual,12.05,2179.0,120.0,8.0,4.49,Mahindra,scorpio
4239,Delhi,Diesel,Manual,12.99,2494.0,100.0,8.0,8.25,Toyota,innova
4241,Hyderabad,Diesel,Manual,25.83,1498.0,99.0,5.0,5.5,Ford,figo
4244,Mumbai,Diesel,Manual,12.05,2179.0,120.0,7.0,6.85,Mahindra,scorpio
4246,Delhi,Diesel,Manual,12.05,2179.0,120.0,8.0,4.93,Mahindra,scorpio
4249,Bangalore,Diesel,Manual,22.9,1248.0,74.0,5.0,6.1,Maruti,swift
4260,Bangalore,Diesel,Manual,21.14,1498.0,103.6,5.0,6.2,Skoda,rapid
4268,Jaipur,Diesel,Manual,22.9,1248.0,74.0,5.0,3.2,Maruti,swift
4274,Coimbatore,Diesel,Manual,12.99,2494.0,100.6,8.0,7.96,Toyota,innova
4276,Kolkata,Diesel,Manual,20.77,1248.0,88.76,7.0,5.85,Maruti,ertiga
4278,Kochi,Diesel,Manual,14.0,2498.0,112.0,8.0,2.65,Mahindra,xylo
4279,Ahmedabad,Diesel,Manual,25.8,1498.0,98.6,5.0,4.75,Honda,amaze
4287,Chennai,Diesel,Manual,20.54,1598.0,103.6,5.0,4.75,Volkswagen,vento
4298,Bangalore,Diesel,Manual,16.0,2179.0,140.0,7.0,9.75,Mahindra,xuv500
4301,Pune,Diesel,Manual,24.3,1248.0,88.5,5.0,8.85,Maruti,vitara
4303,Kochi,Diesel,Manual,20.54,1598.0,103.6,5.0,4.89,Volkswagen,vento
4304,Hyderabad,Diesel,Manual,20.14,1498.0,88.8,5.0,6.25,Volkswagen,polo
4305,Chennai,Diesel,Manual,22.9,1248.0,74.0,5.0,4.8,Maruti,swift
4307,Kolkata,Diesel,Manual,16.0,2179.0,140.0,7.0,7.25,Mahindra,xuv500
4308,Coimbatore,Diesel,Manual,25.47,1248.0,88.5,7.0,7.56,Maruti,ertiga
4309,Kochi,Diesel,Manual,16.0,2179.0,140.0,7.0,6.82,Mahindra,xuv500
4310,Jaipur,Diesel,Manual,21.12,1248.0,88.8,5.0,1.8,Tata,manza
4315,Jaipur,Diesel,Manual,20.0,1399.0,68.0,5.0,3.25,Ford,figo
4324,Ahmedabad,Diesel,Manual,27.3,1498.0,98.6,5.0,5.5,Honda,jazz
4328,Coimbatore,Diesel,Manual,28.4,1248.0,74.0,5.0,8.4,Maruti,swift
4329,Hyderabad,Diesel,Manual,25.32,1198.0,77.0,6.0,6.5,Mahindra,kuv
4335,Kochi,Diesel,Manual,20.54,1598.0,103.6,5.0,5.36,Volkswagen,vento
4336,Bangalore,Diesel,Manual,28.09,1248.0,88.5,5.0,7.75,Maruti,ciaz
4347,Coimbatore,Diesel,Manual,12.8,2494.0,102.0,7.0,10.05,Toyota,innova
4350,Coimbatore,Diesel,Manual,13.68,2393.0,147.8,8.0,21.42,Toyota,innova
4352,Delhi,Diesel,Manual,25.2,1248.0,74.0,5.0,5.21,Maruti,swift
4353,Hyderabad,Diesel,Manual,12.99,2494.0,100.6,7.0,7.5,Toyota,innova
4354,Delhi,Diesel,Manual,23.59,1364.0,98.35133885102239,5.0,2.65,Toyota,etios
4356,Jaipur,Diesel,Manual,13.8,1399.0,68.0,5.0,1.0,Ford,ikon
4359,Kochi,Diesel,Manual,12.8,2494.0,102.0,7.0,12.83,Toyota,innova
4361,Mumbai,Diesel,Manual,21.13,1498.0,108.4,5.0,4.1,Skoda,rapid
4366,Jaipur,Diesel,Manual,26.0,1498.0,98.6,5.0,6.6,Honda,city
4367,Chennai,Diesel,Manual,13.93,2179.0,138.0,7.0,3.5,Tata,new
4372,Coimbatore,Diesel,Manual,22.54,1396.0,88.73,5.0,7.03,Hyundai,i20
4373,Ahmedabad,Diesel,Manual,13.68,2393.0,147.8,7.0,16.5,Toyota,innova
4374,Coimbatore,Diesel,Manual,28.09,1248.0,88.5,5.0,7.67,Maruti,ciaz
4378,Mumbai,Diesel,Manual,24.4,1120.0,71.0,5.0,5.95,Hyundai,xcent
4381,Delhi,Diesel,Manual,12.8,2494.0,102.0,8.0,6.4,Toyota,innova
4382,Chennai,Diesel,Manual,15.8,2148.0,170.0,5.0,26.0,Mercedes-Benz,new
4385,Delhi,Diesel,Manual,27.39,1248.0,74.0,5.0,5.95,Maruti,baleno
4391,Pune,Diesel,Manual,21.64,1461.0,84.8,5.0,3.75,Nissan,sunny
4393,Pune,Diesel,Manual,23.59,1364.0,67.1,5.0,4.75,Toyota,etios
4396,Kolkata,Diesel,Manual,20.77,1248.0,88.8,7.0,5.2,Maruti,ertiga
4398,Chennai,Diesel,Manual,19.09,1396.0,69.0,5.0,2.7,Tata,indigo
4406,Chennai,Diesel,Manual,20.54,1598.0,103.6,5.0,3.75,Volkswagen,vento
4410,Kolkata,Diesel,Manual,26.0,1498.0,98.6,5.0,5.5,Honda,city
4415,Bangalore,Diesel,Manual,22.7,1498.0,89.84,5.0,6.25,Ford,ecosport
4424,Delhi,Diesel,Manual,20.0,1968.0,108.5,5.0,3.65,Skoda,laura
4425,Hyderabad,Diesel,Manual,13.1,2499.0,141.0,7.0,6.0,Ford,endeavour
4428,Mumbai,Diesel,Manual,19.1,1405.0,70.0,5.0,3.3,Tata,indica
4437,Chennai,Diesel,Manual,18.1,1493.0,110.0,5.0,3.5,Hyundai,verna
4439,Hyderabad,Diesel,Manual,21.9,1396.0,88.76,5.0,7.0,Hyundai,i20
4442,Hyderabad,Diesel,Manual,25.0,1396.0,69.0,5.0,1.8,Tata,indica
4445,Mumbai,Diesel,Manual,12.55,2982.0,169.0,7.0,17.95,Toyota,fortuner
4450,Hyderabad,Diesel,Manual,12.8,2494.0,102.0,8.0,13.2,Toyota,innova
4454,Jaipur,Diesel,Manual,22.9,1248.0,74.0,5.0,4.35,Maruti,swift
4455,Hyderabad,Diesel,Manual,20.5,1248.0,91.72,5.0,6.5,Fiat,avventura
4457,Mumbai,Diesel,Manual,19.87,1461.0,83.8,5.0,5.5,Renault,duster
4458,Delhi,Diesel,Manual,10.5,2835.0,107.2,6.0,11.0,Mitsubishi,pajero
4460,Pune,Diesel,Manual,17.88,1405.0,48.21,5.0,1.8,Tata,indica
4469,Hyderabad,Diesel,Manual,21.43,1364.0,87.2,5.0,5.99,Toyota,corolla
4470,Kolkata,Diesel,Manual,27.4,1498.0,98.6,5.0,3.3,Honda,amaze
4473,Hyderabad,Diesel,Manual,24.2,1498.0,98.6,7.0,6.5,Honda,mobilio
4478,Hyderabad,Diesel,Manual,17.7,1399.0,68.0,5.0,3.0,Ford,fusion
4480,Jaipur,Diesel,Manual,24.4,1120.0,71.0,5.0,6.0,Hyundai,xcent
4484,Mumbai,Diesel,Manual,17.0,1896.0,105.0,5.0,3.25,Skoda,laura
